JunctionID	SJ.Chr	SJ.Start	SJ.Stop	SJ.Strand	Gene	SRR924570.M.proventriculus	SRR924573.F.proventriculus	SRR924582.M.spleen	SRR924585.F.spleen	SRR924202.M.adrenal_gland	SRR924485.M.adipose	SRR924539.F.adipose	SRR924540.M.cerebellum	SRR924541.F.cerebellum	SRR924542.M.cerebrum	SRR924546.F.cerebrum	SRR924547.M.testes	SRR924548.F.ovary	SRR924549.M.heart	SRR924550.F.heart	SRR924551.M.hypothalamus	SRR924552.F.hypothalamus	SRR924553.M.kidney	SRR924554.F.kidney	SRR924555.M.liver	SRR924556.F.liver	SRR924557.M.lung	SRR924558.F.lung	SRR924559.M.breast_muscle	SRR924561.F.breast_muscle	SRR924564.M.sciatic nerve	SRR924567.F.sciatic nerve
Contig2_054	Contig2	74956	75038	-	RJF.Contig2.LOC14.MHCY27t	(No Support?)	(No Support?)	(0 u : 16 m)	(0 u : 5 m)	(0 u : 28 m)	(0 u : 6 m)	(0 u : 8 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(0 u : 5 m)	(0 u : 1 m)	(No Support?)	(0 u : 1 m)	(No Support?)	(0 u : 20 m)	(0 u : 5 m)	(0 u : 1 m)	(0 u : 6 m)	(0 u : 8 m)	(No Support?)	(0 u : 1 m)	(0 u : 33 m)	(0 u : 7 m)
Contig2_069	Contig2	105419	105513	-	RJF.Contig2.LOC18.MHCY30h	(0 u : 47 m)	(0 u : 254 m)	(0 u : 6297 m)	(0 u : 3950 m)	(0 u : 888 m)	(0 u : 2033 m)	(0 u : 2633 m)	(0 u : 95 m)	(0 u : 105 m)	(0 u : 25 m)	(0 u : 40 m)	(0 u : 14 m)	(0 u : 195 m)	(0 u : 625 m)	(0 u : 1393 m)	(0 u : 140 m)	(0 u : 98 m)	(0 u : 716 m)	(0 u : 3747 m)	(0 u : 404 m)	(0 u : 591 m)	(0 u : 3959 m)	(0 u : 7181 m)	(0 u : 66 m)	(0 u : 102 m)	(0 u : 1880 m)	(0 u : 396 m)
Contig2_076	Contig2	117626	117720	-	RJF.Contig2.LOC19.MHCY31v	(0 u : 8 m)	(0 u : 59 m)	(0 u : 1708 m)	(0 u : 899 m)	(0 u : 464 m)	(0 u : 362 m)	(0 u : 390 m)	(0 u : 44 m)	(0 u : 28 m)	(0 u : 21 m)	(0 u : 15 m)	(0 u : 4 m)	(0 u : 48 m)	(0 u : 223 m)	(0 u : 495 m)	(0 u : 75 m)	(0 u : 38 m)	(0 u : 43 m)	(0 u : 689 m)	(0 u : 93 m)	(0 u : 55 m)	(0 u : 1271 m)	(0 u : 1519 m)	(0 u : 21 m)	(0 u : 33 m)	(0 u : 2023 m)	(0 u : 117 m)
Contig2_016	Contig2	17633	17727	-	RJF.Contig2.LOC05.MHCY22s	(0 u : 28 m)	(0 u : 166 m)	(0 u : 4963 m)	(0 u : 3133 m)	(0 u : 566 m)	(0 u : 1633 m)	(0 u : 2030 m)	(0 u : 56 m)	(0 u : 71 m)	(0 u : 17 m)	(0 u : 30 m)	(0 u : 7 m)	(0 u : 146 m)	(0 u : 387 m)	(0 u : 894 m)	(0 u : 90 m)	(0 u : 63 m)	(0 u : 519 m)	(0 u : 2377 m)	(0 u : 246 m)	(0 u : 415 m)	(0 u : 3081 m)	(0 u : 5654 m)	(0 u : 43 m)	(0 u : 58 m)	(0 u : 1280 m)	(0 u : 258 m)
Contig2_081	Contig2	123213	123307	-	RJF.Contig2.LOC21.MHCY32g	(0 u : 47 m)	(0 u : 254 m)	(0 u : 6317 m)	(0 u : 3964 m)	(0 u : 903 m)	(0 u : 2040 m)	(0 u : 2633 m)	(0 u : 99 m)	(0 u : 109 m)	(0 u : 27 m)	(0 u : 42 m)	(0 u : 14 m)	(0 u : 195 m)	(0 u : 626 m)	(0 u : 1395 m)	(0 u : 144 m)	(0 u : 101 m)	(0 u : 724 m)	(0 u : 3818 m)	(0 u : 404 m)	(0 u : 591 m)	(0 u : 3976 m)	(0 u : 7201 m)	(0 u : 66 m)	(0 u : 102 m)	(0 u : 1911 m)	(0 u : 397 m)
Contig2_007	Contig2	4890	5074	-	RJF.Contig2.LOC02.MHCY21e	(0 u : 1 m)	(0 u : 2 m)	(0 u : 49 m)	(0 u : 35 m)	(0 u : 182 m)	(0 u : 22 m)	(0 u : 38 m)	(0 u : 20 m)	(0 u : 23 m)	(0 u : 6 m)	(0 u : 10 m)	(No Support?)	(No Support?)	(0 u : 67 m)	(0 u : 91 m)	(0 u : 34 m)	(0 u : 3 m)	(0 u : 2 m)	(0 u : 182 m)	(0 u : 11 m)	(0 u : 2 m)	(0 u : 114 m)	(0 u : 161 m)	(0 u : 4 m)	(0 u : 4 m)	(0 u : 814 m)	(0 u : 42 m)
Contig2_060	Contig2	87139	87252	-	RJF.Contig2.LOC15.MHCY28o	(0 u : 2 m)	(0 u : 18 m)	(0 u : 161 m)	(0 u : 96 m)	(0 u : 165 m)	(0 u : 34 m)	(0 u : 57 m)	(0 u : 23 m)	(0 u : 17 m)	(0 u : 12 m)	(0 u : 14 m)	(No Support?)	(0 u : 6 m)	(0 u : 36 m)	(0 u : 77 m)	(0 u : 38 m)	(0 u : 16 m)	(0 u : 12 m)	(0 u : 391 m)	(0 u : 33 m)	(0 u : 25 m)	(0 u : 121 m)	(0 u : 151 m)	(0 u : 9 m)	(0 u : 11 m)	(0 u : 528 m)	(0 u : 49 m)
Contig2_009	Contig2	13046	13138	+	RJF.Contig2.LOC04.YLEC21e	(No Support?)	(No Support?)	(0 u : 12 m)	(0 u : 7 m)	(0 u : 2 m)	(0 u : 1 m)	(0 u : 3 m)	(No Support?)	(0 u : 1 m)	(No Support?)	(0 u : 1 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(0 u : 1 m)	(No Support?)	(0 u : 1 m)	(No Support?)	(0 u : 3 m)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 4 m)	(No Support?)	(0 u : 2 m)	(0 u : 4 m)	(0 u : 3 m)
Contig2_067	Contig2	106292	106417	-	RJF.Contig2.LOC18.MHCY30h	(No Support?)	(0 u : 2 m)	(0 u : 15 m)	(0 u : 8 m)	(1 u : 39 m)	(0 u : 4 m)	(0 u : 6 m)	(0 u : 7 m)	(0 u : 2 m)	(No Support?)	(0 u : 2 m)	(No Support?)	(No Support?)	(0 u : 21 m)	(0 u : 25 m)	(0 u : 8 m)	(0 u : 2 m)	(0 u : 1 m)	(0 u : 44 m)	(0 u : 7 m)	(0 u : 1 m)	(0 u : 3 m)	(0 u : 6 m)	(0 u : 3 m)	(No Support?)	(0 u : 160 m)	(0 u : 12 m)
Contig2_071	Contig2	104851	104960	-	RJF.Contig2.LOC18.MHCY30h	(0 u : 34 m)	(0 u : 109 m)	(0 u : 897 m)	(0 u : 601 m)	(0 u : 1070 m)	(0 u : 401 m)	(0 u : 817 m)	(0 u : 108 m)	(0 u : 98 m)	(0 u : 32 m)	(0 u : 43 m)	(0 u : 13 m)	(0 u : 46 m)	(0 u : 344 m)	(0 u : 585 m)	(0 u : 125 m)	(0 u : 87 m)	(0 u : 143 m)	(0 u : 4673 m)	(0 u : 228 m)	(0 u : 177 m)	(0 u : 789 m)	(0 u : 1005 m)	(0 u : 36 m)	(0 u : 29 m)	(0 u : 2562 m)	(0 u : 544 m)
Contig2_014	Contig2	18506	18631	-	RJF.Contig2.LOC05.MHCY22s	(No Support?)	(No Support?)	(0 u : 3 m)	(0 u : 2 m)	(1 u : 4 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 2 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 2 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 5 m)	(0 u : 2 m)	(No Support?)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(0 u : 5 m)	(0 u : 1 m)
Contig2_047	Contig2	63264	63343	-	RJF.Contig2.LOC13.MHCY26i	(0 u : 1 m)	(0 u : 2 m)	(0 u : 105 m)	(0 u : 61 m)	(0 u : 56 m)	(0 u : 10 m)	(0 u : 30 m)	(0 u : 5 m)	(0 u : 11 m)	(0 u : 3 m)	(0 u : 5 m)	(No Support?)	(0 u : 1 m)	(0 u : 13 m)	(0 u : 23 m)	(0 u : 22 m)	(0 u : 8 m)	(0 u : 2 m)	(0 u : 142 m)	(0 u : 5 m)	(0 u : 5 m)	(0 u : 27 m)	(0 u : 60 m)	(0 u : 7 m)	(0 u : 3 m)	(0 u : 250 m)	(0 u : 28 m)
Contig2_065	Contig2	99478	99558	-	RJF.Contig2.LOC16.MHCY29v	(0 u : 1 m)	(0 u : 7 m)	(0 u : 216 m)	(0 u : 120 m)	(0 u : 393 m)	(0 u : 34 m)	(0 u : 99 m)	(0 u : 35 m)	(0 u : 26 m)	(0 u : 8 m)	(0 u : 17 m)	(0 u : 2 m)	(0 u : 12 m)	(0 u : 85 m)	(0 u : 150 m)	(0 u : 86 m)	(0 u : 28 m)	(0 u : 11 m)	(0 u : 595 m)	(0 u : 33 m)	(0 u : 10 m)	(0 u : 171 m)	(0 u : 150 m)	(0 u : 13 m)	(0 u : 20 m)	(0 u : 1587 m)	(0 u : 125 m)
Contig2_036	Contig2	52207	52362	-	RJF.Contig2.LOC11.MHCY25a	(No Support?)	(0 u : 15 m)	(0 u : 286 m)	(0 u : 156 m)	(0 u : 1320 m)	(0 u : 77 m)	(0 u : 75 m)	(0 u : 130 m)	(0 u : 93 m)	(0 u : 46 m)	(0 u : 36 m)	(No Support?)	(0 u : 5 m)	(0 u : 168 m)	(0 u : 292 m)	(0 u : 258 m)	(0 u : 105 m)	(0 u : 24 m)	(0 u : 1666 m)	(0 u : 46 m)	(0 u : 22 m)	(0 u : 422 m)	(0 u : 387 m)	(0 u : 23 m)	(0 u : 16 m)	(0 u : 6820 m)	(0 u : 319 m)
Contig2_003	Contig2	5871	5965	-	RJF.Contig2.LOC02.MHCY21e	(0 u : 1 m)	(0 u : 11 m)	(0 u : 301 m)	(0 u : 182 m)	(0 u : 167 m)	(0 u : 86 m)	(0 u : 84 m)	(0 u : 25 m)	(0 u : 18 m)	(No Support?)	(0 u : 7 m)	(No Support?)	(0 u : 6 m)	(0 u : 120 m)	(0 u : 231 m)	(0 u : 31 m)	(0 u : 13 m)	(0 u : 19 m)	(0 u : 222 m)	(0 u : 31 m)	(0 u : 18 m)	(0 u : 658 m)	(0 u : 837 m)	(0 u : 15 m)	(0 u : 8 m)	(0 u : 918 m)	(0 u : 30 m)
Contig2_010	Contig2	13294	13377	+	RJF.Contig2.LOC04.YLEC21e	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)
Contig2_005	Contig2	5299	5412	-	RJF.Contig2.LOC02.MHCY21e	(No Support?)	(0 u : 6 m)	(0 u : 94 m)	(0 u : 60 m)	(0 u : 174 m)	(0 u : 23 m)	(0 u : 23 m)	(0 u : 15 m)	(0 u : 23 m)	(0 u : 6 m)	(0 u : 7 m)	(0 u : 1 m)	(0 u : 2 m)	(0 u : 42 m)	(0 u : 116 m)	(0 u : 29 m)	(0 u : 10 m)	(0 u : 6 m)	(0 u : 226 m)	(0 u : 14 m)	(0 u : 9 m)	(0 u : 173 m)	(0 u : 236 m)	(0 u : 5 m)	(0 u : 10 m)	(0 u : 795 m)	(0 u : 38 m)
Contig2_001	Contig2	6748	6873	-	RJF.Contig2.LOC02.MHCY21e	(No Support?)	(0 u : 1 m)	(0 u : 24 m)	(0 u : 13 m)	(0 u : 129 m)	(0 u : 5 m)	(0 u : 8 m)	(0 u : 14 m)	(0 u : 9 m)	(0 u : 3 m)	(0 u : 6 m)	(No Support?)	(0 u : 1 m)	(0 u : 33 m)	(0 u : 62 m)	(0 u : 30 m)	(1 u : 8 m)	(0 u : 1 m)	(0 u : 128 m)	(0 u : 10 m)	(0 u : 2 m)	(0 u : 25 m)	(0 u : 46 m)	(No Support?)	(0 u : 4 m)	(2 u : 777 m)	(0 u : 26 m)
Contig2_015	Contig2	18004	18244	-	RJF.Contig2.LOC05.MHCY22s	(No Support?)	(0 u : 2 m)	(0 u : 142 m)	(0 u : 69 m)	(0 u : 29 m)	(0 u : 20 m)	(0 u : 28 m)	(0 u : 4 m)	(No Support?)	(No Support?)	(0 u : 2 m)	(No Support?)	(0 u : 20 m)	(0 u : 12 m)	(0 u : 28 m)	(0 u : 5 m)	(0 u : 1 m)	(0 u : 5 m)	(0 u : 51 m)	(0 u : 5 m)	(0 u : 5 m)	(0 u : 77 m)	(0 u : 114 m)	(No Support?)	(0 u : 3 m)	(0 u : 67 m)	(0 u : 9 m)
Contig2_031	Contig2	53831	53956	-	RJF.Contig2.LOC11.MHCY25a	(0 u : 3 m)	(0 u : 12 m)	(0 u : 347 m)	(0 u : 222 m)	(1 u : 1131 m)	(0 u : 104 m)	(0 u : 153 m)	(0 u : 115 m)	(0 u : 86 m)	(0 u : 29 m)	(0 u : 46 m)	(No Support?)	(0 u : 3 m)	(0 u : 407 m)	(0 u : 888 m)	(0 u : 228 m)	(0 u : 70 m)	(0 u : 39 m)	(0 u : 983 m)	(0 u : 182 m)	(0 u : 47 m)	(0 u : 225 m)	(0 u : 392 m)	(0 u : 20 m)	(0 u : 40 m)	(0 u : 6153 m)	(0 u : 255 m)
Contig2_080	Contig2	123584	123838	-	RJF.Contig2.LOC21.MHCY32g	(0 u : 115 m)	(0 u : 464 m)	(1 u : 8692 m)	(1 u : 5605 m)	(14 u : 1122 m)	(1 u : 3147 m)	(1 u : 4265 m)	(3 u : 109 m)	(3 u : 94 m)	(1 u : 51 m)	(1 u : 41 m)	(0 u : 42 m)	(0 u : 258 m)	(1 u : 1303 m)	(4 u : 2764 m)	(1 u : 170 m)	(2 u : 133 m)	(1 u : 1263 m)	(34 u : 3733 m)	(0 u : 816 m)	(2 u : 1209 m)	(1 u : 5691 m)	(1 u : 10710 m)	(0 u : 140 m)	(0 u : 263 m)	(29 u : 2894 m)	(8 u : 477 m)
Contig2_025	Contig2	32136	32261	+	RJF.Contig2.LOC07.MHCY23m	(0 u : 30 m)	(0 u : 33 m)	(No Support?)	(No Support?)	(0 u : 45 m)	(No Support?)	(0 u : 2 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 3 m)	(0 u : 14 m)	(0 u : 26 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 2 m)	(0 u : 4 m)	(No Support?)	(No Support?)	(0 u : 11 m)	(0 u : 18 m)	(0 u : 1 m)	(No Support?)
Contig2_099	Contig2	144237	144525	-	RJF.Contig2.LOC25.YLEC28b	(2 u : 0 m)	(2 u : 4 m)	(105 u : 109 m)	(36 u : 29 m)	(11 u : 19 m)	(9 u : 14 m)	(24 u : 14 m)	(2 u : 2 m)	(0 u : 1 m)	(1 u : 0 m)	(0 u : 2 m)	(No Support?)	(No Support?)	(5 u : 4 m)	(6 u : 5 m)	(1 u : 0 m)	(1 u : 0 m)	(2 u : 0 m)	(28 u : 41 m)	(12 u : 10 m)	(8 u : 2 m)	(11 u : 7 m)	(12 u : 16 m)	(3 u : 1 m)	(2 u : 5 m)	(24 u : 15 m)	(11 u : 9 m)
Contig2_089	Contig2	137086	137167	+	RJF.Contig2.LOC23.MHCY33u	(0 u : 4 m)	(0 u : 7 m)	(0 u : 176 m)	(0 u : 90 m)	(0 u : 307 m)	(0 u : 42 m)	(0 u : 37 m)	(0 u : 208 m)	(0 u : 132 m)	(0 u : 46 m)	(0 u : 66 m)	(0 u : 1 m)	(0 u : 12 m)	(0 u : 8 m)	(0 u : 32 m)	(0 u : 153 m)	(0 u : 133 m)	(0 u : 4 m)	(0 u : 550 m)	(0 u : 12 m)	(0 u : 19 m)	(0 u : 16 m)	(0 u : 33 m)	(0 u : 5 m)	(0 u : 5 m)	(0 u : 231 m)	(0 u : 94 m)
Contig2_027	Contig2	33054	33148	+	RJF.Contig2.LOC07.MHCY23m	(0 u : 272 m)	(0 u : 291 m)	(0 u : 9 m)	(0 u : 3 m)	(0 u : 112 m)	(0 u : 2 m)	(0 u : 5 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 2 m)	(0 u : 32 m)	(0 u : 81 m)	(0 u : 119 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 4 m)	(0 u : 5 m)	(0 u : 18 m)	(0 u : 2 m)	(0 u : 2 m)	(0 u : 99 m)	(0 u : 123 m)	(0 u : 4 m)	(0 u : 1 m)
Contig2_095	Contig2	140506	140728	-	RJF.Contig2.LOC24.YLEC27a	(0 u : 6 m)	(0 u : 20 m)	(0 u : 464 m)	(0 u : 244 m)	(0 u : 74 m)	(0 u : 48 m)	(0 u : 122 m)	(0 u : 6 m)	(0 u : 1 m)	(0 u : 3 m)	(0 u : 3 m)	(No Support?)	(0 u : 11 m)	(0 u : 25 m)	(0 u : 39 m)	(0 u : 7 m)	(0 u : 4 m)	(0 u : 14 m)	(0 u : 315 m)	(0 u : 40 m)	(0 u : 44 m)	(0 u : 52 m)	(0 u : 55 m)	(0 u : 9 m)	(0 u : 26 m)	(0 u : 132 m)	(0 u : 45 m)
Contig2_058	Contig2	87708	87802	-	RJF.Contig2.LOC15.MHCY28o	(0 u : 14 m)	(0 u : 76 m)	(0 u : 3701 m)	(1 u : 2117 m)	(0 u : 272 m)	(0 u : 939 m)	(0 u : 739 m)	(0 u : 41 m)	(0 u : 43 m)	(0 u : 19 m)	(0 u : 15 m)	(0 u : 3 m)	(0 u : 38 m)	(0 u : 308 m)	(0 u : 508 m)	(0 u : 81 m)	(0 u : 48 m)	(0 u : 168 m)	(0 u : 558 m)	(1 u : 122 m)	(0 u : 227 m)	(0 u : 2533 m)	(0 u : 4314 m)	(0 u : 50 m)	(0 u : 79 m)	(0 u : 998 m)	(0 u : 75 m)
Contig2_022	Contig2	29182	29478	+	RJF.Contig2.LOC06.YLEC22f	(No Support?)	(0 u : 1 m)	(0 u : 4 m)	(0 u : 5 m)	(0 u : 7 m)	(0 u : 1 m)	(0 u : 2 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 16 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(No Support?)	(0 u : 1 m)	(0 u : 1 m)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(0 u : 1 m)
Contig2_104	Contig2	147602	147686	-	RJF.Contig2.LOC26.YLEC29c	(0 u : 2 m)	(0 u : 9 m)	(0 u : 126 m)	(0 u : 46 m)	(0 u : 57 m)	(0 u : 17 m)	(0 u : 44 m)	(0 u : 9 m)	(No Support?)	(No Support?)	(0 u : 4 m)	(No Support?)	(0 u : 3 m)	(0 u : 9 m)	(0 u : 12 m)	(0 u : 4 m)	(0 u : 3 m)	(0 u : 2 m)	(0 u : 109 m)	(0 u : 15 m)	(0 u : 9 m)	(0 u : 10 m)	(0 u : 15 m)	(0 u : 3 m)	(0 u : 9 m)	(0 u : 130 m)	(0 u : 28 m)
Contig2_043	Contig2	59262	59484	+	RJF.Contig2.LOC12.YLEC23g	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 1 m)	(0 u : 3 m)	(No Support?)	(0 u : 9 m)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 5 m)	(0 u : 2 m)	(No Support?)	(0 u : 3 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 4 m)	(No Support?)	(No Support?)	(0 u : 9 m)	(0 u : 2 m)
Contig2_097	Contig2	144877	144969	-	RJF.Contig2.LOC25.YLEC28b	(0 u : 54 m)	(0 u : 240 m)	(1 u : 11971 m)	(0 u : 5545 m)	(0 u : 503 m)	(0 u : 1196 m)	(0 u : 1671 m)	(0 u : 54 m)	(0 u : 38 m)	(0 u : 14 m)	(0 u : 24 m)	(0 u : 8 m)	(0 u : 101 m)	(0 u : 276 m)	(0 u : 333 m)	(0 u : 39 m)	(0 u : 26 m)	(0 u : 421 m)	(0 u : 1478 m)	(0 u : 389 m)	(0 u : 558 m)	(0 u : 912 m)	(0 u : 1443 m)	(0 u : 129 m)	(0 u : 200 m)	(0 u : 520 m)	(0 u : 249 m)
Contig2_002	Contig2	6242	6486	-	RJF.Contig2.LOC02.MHCY21e	(0 u : 1 m)	(0 u : 8 m)	(0 u : 158 m)	(0 u : 91 m)	(0 u : 110 m)	(0 u : 62 m)	(0 u : 36 m)	(0 u : 9 m)	(0 u : 9 m)	(0 u : 6 m)	(0 u : 4 m)	(No Support?)	(0 u : 5 m)	(0 u : 38 m)	(0 u : 130 m)	(0 u : 31 m)	(0 u : 11 m)	(0 u : 18 m)	(0 u : 95 m)	(0 u : 17 m)	(0 u : 11 m)	(0 u : 333 m)	(0 u : 642 m)	(0 u : 2 m)	(0 u : 10 m)	(0 u : 689 m)	(0 u : 21 m)
Contig2_038	Contig2	57640	57835	+	RJF.Contig2.LOC12.YLEC23g	(No Support?)	(No Support?)	(0 u : 8 m)	(0 u : 7 m)	(0 u : 2 m)	(0 u : 2 m)	(0 u : 13 m)	(No Support?)	(0 u : 3 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 28 m)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 2 m)	(No Support?)	(No Support?)	(0 u : 26 m)	(0 u : 15 m)	(No Support?)	(0 u : 1 m)	(0 u : 8 m)	(No Support?)
Contig2_105	Contig2	147202	147490	-	RJF.Contig2.LOC26.YLEC29c	(0 u : 2 m)	(0 u : 10 m)	(0 u : 312 m)	(0 u : 102 m)	(0 u : 41 m)	(0 u : 27 m)	(0 u : 77 m)	(0 u : 12 m)	(0 u : 4 m)	(0 u : 1 m)	(0 u : 4 m)	(No Support?)	(0 u : 3 m)	(0 u : 27 m)	(0 u : 26 m)	(0 u : 7 m)	(0 u : 4 m)	(0 u : 5 m)	(0 u : 90 m)	(0 u : 25 m)	(0 u : 14 m)	(0 u : 21 m)	(0 u : 33 m)	(0 u : 3 m)	(0 u : 7 m)	(0 u : 89 m)	(0 u : 27 m)
Contig2_021	Contig2	28992	29076	+	RJF.Contig2.LOC06.YLEC22f	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 3 m)	(0 u : 5 m)	(0 u : 1 m)	(0 u : 1 m)	(No Support?)	(0 u : 3 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 2 m)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 1 m)	(No Support?)	(0 u : 2 m)	(No Support?)	(No Support?)	(0 u : 3 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 13 m)	(No Support?)
Contig2_045	Contig2	63988	64232	-	RJF.Contig2.LOC13.MHCY26i	(0 u : 7 m)	(0 u : 53 m)	(0 u : 2606 m)	(0 u : 1745 m)	(0 u : 191 m)	(0 u : 1487 m)	(0 u : 1266 m)	(0 u : 27 m)	(0 u : 32 m)	(0 u : 9 m)	(0 u : 7 m)	(0 u : 7 m)	(0 u : 65 m)	(0 u : 147 m)	(0 u : 401 m)	(0 u : 33 m)	(0 u : 21 m)	(0 u : 374 m)	(0 u : 460 m)	(0 u : 119 m)	(0 u : 162 m)	(0 u : 1225 m)	(0 u : 2728 m)	(0 u : 318 m)	(0 u : 283 m)	(0 u : 467 m)	(0 u : 48 m)
Contig2_020	Contig2	28740	28833	+	RJF.Contig2.LOC06.YLEC22f	(No Support?)	(0 u : 2 m)	(0 u : 72 m)	(0 u : 40 m)	(0 u : 19 m)	(0 u : 3 m)	(0 u : 22 m)	(0 u : 2 m)	(0 u : 4 m)	(0 u : 1 m)	(0 u : 1 m)	(0 u : 1 m)	(0 u : 81 m)	(No Support?)	(0 u : 2 m)	(0 u : 3 m)	(0 u : 3 m)	(0 u : 1 m)	(0 u : 46 m)	(0 u : 1 m)	(0 u : 9 m)	(0 u : 2 m)	(0 u : 11 m)	(No Support?)	(0 u : 3 m)	(0 u : 13 m)	(0 u : 9 m)
Contig2_086	Contig2	135810	135935	+	RJF.Contig2.LOC23.MHCY33u	(0 u : 2 m)	(0 u : 6 m)	(0 u : 325 m)	(0 u : 165 m)	(0 u : 164 m)	(0 u : 38 m)	(0 u : 96 m)	(0 u : 125 m)	(0 u : 58 m)	(0 u : 12 m)	(0 u : 18 m)	(No Support?)	(0 u : 2 m)	(0 u : 40 m)	(0 u : 45 m)	(0 u : 37 m)	(0 u : 30 m)	(0 u : 8 m)	(0 u : 212 m)	(0 u : 39 m)	(0 u : 16 m)	(0 u : 26 m)	(0 u : 61 m)	(0 u : 6 m)	(0 u : 13 m)	(0 u : 114 m)	(0 u : 47 m)
Contig2_101	Contig2	143460	143682	-	RJF.Contig2.LOC25.YLEC28b	(0 u : 14 m)	(0 u : 52 m)	(2 u : 1871 m)	(0 u : 821 m)	(0 u : 200 m)	(0 u : 163 m)	(0 u : 266 m)	(0 u : 25 m)	(0 u : 9 m)	(0 u : 1 m)	(0 u : 4 m)	(0 u : 1 m)	(0 u : 23 m)	(0 u : 69 m)	(1 u : 91 m)	(0 u : 18 m)	(0 u : 13 m)	(0 u : 53 m)	(0 u : 474 m)	(0 u : 122 m)	(0 u : 117 m)	(0 u : 149 m)	(1 u : 199 m)	(0 u : 28 m)	(0 u : 55 m)	(0 u : 224 m)	(0 u : 80 m)
Contig2_107	Contig2	146425	146647	-	RJF.Contig2.LOC26.YLEC29c	(0 u : 13 m)	(0 u : 49 m)	(0 u : 2024 m)	(0 u : 911 m)	(0 u : 173 m)	(0 u : 176 m)	(0 u : 278 m)	(0 u : 23 m)	(0 u : 7 m)	(No Support?)	(0 u : 5 m)	(No Support?)	(0 u : 27 m)	(0 u : 82 m)	(0 u : 100 m)	(0 u : 14 m)	(0 u : 13 m)	(0 u : 58 m)	(0 u : 437 m)	(0 u : 119 m)	(0 u : 123 m)	(0 u : 155 m)	(0 u : 213 m)	(0 u : 29 m)	(0 u : 53 m)	(0 u : 204 m)	(0 u : 65 m)
Contig2_004	Contig2	5515	5597	-	RJF.Contig2.LOC02.MHCY21e	(No Support?)	(0 u : 3 m)	(0 u : 63 m)	(0 u : 37 m)	(0 u : 105 m)	(0 u : 22 m)	(0 u : 33 m)	(0 u : 13 m)	(0 u : 14 m)	(0 u : 6 m)	(0 u : 11 m)	(No Support?)	(No Support?)	(0 u : 45 m)	(0 u : 114 m)	(0 u : 39 m)	(0 u : 16 m)	(0 u : 2 m)	(0 u : 137 m)	(0 u : 9 m)	(0 u : 6 m)	(0 u : 149 m)	(0 u : 151 m)	(0 u : 5 m)	(0 u : 11 m)	(0 u : 674 m)	(0 u : 24 m)
Contig2_029	Contig2	33608	33676	+	RJF.Contig2.LOC07.MHCY23m	(0 u : 3 m)	(0 u : 4 m)	(No Support?)	(No Support?)	(0 u : 4 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 3 m)	(0 u : 4 m)	(No Support?)	(No Support?)
